7, 3976,  276;
$9,  258,  601, HL’bš’’‚ŠÚj
$1,  834, 1188, 2235,  503;
$2, 2059, 2006, 1970,  161;
$3,64644,50024,64644,50024;
$4,24191,60543,60672,  161;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1193,  834, 1193,  834;
$8, 2928, 3976, 3975,  276;
$9,  246,  596,  102,32201;
$1,  834, 1188, 2174,  507;
$2, 2053, 2005, 1972,  160;
$3,64644,50024,64644,50024;
$4,23423,60543,59648,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1197,  833, 1197,  833;
$8, 2919, 3976, 3976,  275;
$9,  253,  594,  102,32201;
$1,  834, 1187, 2282,  478;
$2, 2059, 2008, 1974,  158;
$3,64644,50024,64644,50024;
$4,22399,60799,59136,  158;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  835, 1195,  835;
$8, 2919, 3977, 3977,  276;
$9,  257,  590,  102,32201;
$1,  834, 1188, 2167,  505;
$2, 2059, 2008, 1968,  163;
$3,64644,50024,64644,50024;
$4,23167,60287,59136,  163;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1199,  827, 1199,  827;
$8, 2919, 3977, 3975,  275;
$9,  252,  597,  102,32201;
$1,  834, 1187, 2187,  504;
$2, 2058, 2005, 1978,  159;
$3,64644,50024,64644,50024;
$4,22911,61311,59392,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1189,  833, 1189,  833;
$8, 2919, 3976, 3976,  276;
$9,  251,  597,  102,32201;
$1,  834, 1189, 2187,  503;
$2, 2058, 2007, 1966,  159;
$3,64644,50024,64644,50024;
$4,23167,60287,59648,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1196,  833, 1196,  833;
$8, 2919, 3977, 3976,  276;
$9,  257,  594,  102,32201;
$1,  834, 1188, 2163,  505;
$2, 2057, 2010, 1973,  162;
$3,64644,50024,64644,50024;
$4,22911,59775,59904,  162;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1192,  833, 1192,  833;
$8, 2919, 3976, 3977,  276;
$9,  258,  599,  102,32201;
$1,  834, 1187, 2183,  505;
$2, 2060, 2008, 1967,  160;
$3,64644,50024,64644,50024;
$4,23167,60287,59136,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1189,  832, 1189,  832;
$8, 2923, 3976, 3976,  275;
$9,  250,  593,  102,32201;
$1,  834, 1188, 2192,  506;
$2, 2057, 2006, 1970,  160;
$3,64644,50024,64644,50024;
$4,22911,60031,58112,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1196,  835, 1196,  835;
$8, 2919, 3976, 3976,  275;
$9,  257,  594,  102,32201;
$1,  834, 1190, 2204,  499;
$2, 2061, 2008, 1970,  163;
$3,64644,50024,64644,50024;
$4,21887,60287,58112,  163;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1188,  835, 1188,  835;
$8, 2927, 3976, 3976,  276;
$9,  258,  591,  102,32201;
$1,  835, 1188, 2174,  507;
$2, 2064, 2008, 1972,  154;
$3,64644,50024,64644,50024;
$4,22399,59775,57600,  154;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1192,  833, 1192,  833;
$8, 2923, 3976, 3976,  276;
$9,  258,  597,  102,32201;
$1,  835, 1188, 2159,  504;
$2, 2056, 2008, 1974,  161;
$3,64644,50024,64644,50024;
$4,23423,60031,59648,  161;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  833, 1195,  833;
$8, 2919, 3976, 3976,  276;
$9,  257,  599,  102,32201;
$1,  834, 1188, 2187,  504;
$2, 2058, 2006, 1967,  161;
$3,64644,50024,64644,50024;
$4,23423,60031,60160,  161;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1197,  834, 1197,  834;
$8, 2924, 3976, 3976,  276;
$9,  248,  603,  102,32201;
$1,  834, 1189, 2277,  478;
$2, 2057, 2007, 1976,  156;
$3,64644,50024,64644,50024;
$4,22143,60031,57856,  156;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1197,  832, 1197,  832;
$8, 2928, 3976, 3975,  276;
$9,  246,  587,  102,32201;
$1,  834, 1187, 2188,  506;
$2, 2056, 2007, 1974,  161;
$3,64644,50024,64644,50024;
$4,22911,60799,58880,  161;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1194,  835, 1194,  835;
$8, 2927, 3976, 3976,  276;
$9,  258,  587,  102,32201;
$1,  834, 1187, 2188,  504;
$2, 2062, 2008, 1968,  161;
$3,64644,50024,64644,50024;
$4,22911,61311,59136,  161;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1195,  833, 1195,  833;
$8, 2923, 3977, 3977,  276;
$9,  257,  600,  102,32201;
$1,  835, 1188, 2181,  504;
$2, 2061, 2009, 1974,  159;
$3,64644,50024,64644,50024;
$4,23167,60799,58880,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1192,  836, 1192,  836;
$8, 2918, 3976, 3976,  276;
$9,  250,  591,  102,32201;
$1,  834, 1188, 2181,  502;
$2, 2059, 2008, 1975,  162;
$3,64644,50024,64644,50024;
$4,23167,61055,59904,  162;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1193,  835, 1193,  835;
$8, 2919, 3977, 3976,  276;
$9,  257,  592,  102,32201;
$1,  835, 1187, 2173,  507;
$2, 2056, 2008, 1977,  160;
$3,64644,50024,64644,50024;
$4,23935,61311,58880,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1198,  835, 1198,  835;
$8, 2927, 3976, 3976,  275;
$9,  256,  600,  102,32201;
$1,  835, 1188, 2178,  505;
$2, 2059, 2009, 1963,  161;
$3,64644,50024,64644,50024;
$4,22911,60799,58368,  161;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1188,  833, 1188,  833;
$8, 2923, 3977, 3976,  276;
$9,  257,  599,  102,32201;
$1,  834, 1188, 2193,  499;
$2, 2062, 2006, 1971,  161;
$3,64644,50024,64644,50024;
$4,21887,60543,58112,  161;
$5,65535,    1,53188,    0;
$6, 2236, 2067, 2236, 2067;
$7, 1192,  835, 1192,  835;
$8, 2919, 3977, 3976,  276;
$9,  253,  592,  102,32201;
$1,  835, 1188, 2181,  504;
$2, 2063, 2007, 1975,  155;
$3,64644,50024,64644,50024;
$4,22911,61055,59136,  155;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1192,  835, 1192,  835;
$8, 2919, 3977, 3976,  276;
$9,  252,  597,  102,32201;
$1,  834, 1188, 2179,  504;
$2, 2067, 2008, 1972,  142;
$3,64644,50024,64644,50024;
$4,21887,60799,58880,  142;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1193,  833, 1193,  833;
$8, 2919, 3976, 3976,  276;
$9,  258,  597,  102,32201;
$1,  834, 1188, 2178,  506;
$2, 2053, 2008, 1974,  128;
$3,64644,50024,64644,50024;
$4,22399,59519,58112,  128;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1199,  833, 1199,  833;
$8, 2919, 3977, 3976,  275;
$9,  256,  599,  102,32201;
$1,  834, 1188, 2291,  478;
$2, 2065, 2008, 1962,  117;
$3,64644,50024,64644,50024;
$4,22399,60543,58624,  117;
$5,65535,    1,53188,    0;
$6, 2236, 2067, 2236, 2067;
$7, 1189,  836, 1189,  836;
$8, 2928, 3976, 3976,  276;
$9,  246,  594,  102,32201;
$1,  835, 1190, 2170,  508;
$2, 2056, 2008, 1972,  115;
$3,64644,50024,64644,50024;
$4,23423,59775,59136,  115;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1198,  835, 1198,  835;
$8, 2927, 3977, 3976,  276;
$9,  258,  606,  102,32201;
$1,  834, 1187, 2173,  508;
$2, 2063, 2009, 1974,  110;
$3,64644,50024,64644,50024;
$4,22911,59519,59136,  110;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1188,  833, 1188,  833;
$8, 2919, 3976, 3977,  276;
$9,  255,  593,  102,32201;
$1,  834, 1189, 2167,  506;
$2, 2054, 2004, 1974,  108;
$3,64644,50024,64644,50024;
$4,22911,59519,59648,  108;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1198,  836, 1198,  836;
$8, 2928, 3976, 3977,  276;
$9,  247,  599,  102,32201;
$1,  835, 1187, 2166,  507;
$2, 2063, 2007, 1973,  105;
$3,64644,50024,64644,50024;
$4,23423,60287,58112,  105;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1189,  832, 1189,  832;
$8, 2923, 3976, 3976,  276;
$9,  258,  598,  102,32201;
$1,  834, 1188, 2194,  508;
$2, 2060, 2010, 1973,   98;
$3,64644,50024,64644,50024;
$4,22399,60287,58112,   98;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1196,  836, 1196,  836;
$8, 2928, 3977, 3976,  276;
$9,  246,  596,  102,32201;
$1,  835, 1188, 2218,  509;
$2, 2059, 2007, 1970,   88;
$3,64644,50024,64644,50024;
$4,22911,60287,59392,   88;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1192,  835, 1192,  835;
$8, 2919, 3976, 3976,  276;
$9,  258,  593,  102,32201;
$1,  834, 1187, 2204,  498;
$2, 2055, 2006, 1972,   82;
$3,64644,50024,64644,50024;
$4,23167,60287,58880,   82;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1195,  834, 1195,  834;
$8, 2924, 3977, 3976,  276;
$9,  248,  594,  102,32201;
$1,  834, 1188, 2186,  501;
$2, 2058, 2006, 1969,   78;
$3,64644,50024,64644,50024;
$4,23423,61055,59392,   78;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1189,  831, 1189,  831;
$8, 2919, 3977, 3975,  276;
$9,  257,  595,  102,32201;
$1,  835, 1187, 2164,  507;
$2, 2061, 2008, 1977,   73;
$3,64644,50024,64644,50024;
$4,22911,59775,59136,   73;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1192,  836, 1192,  836;
$8, 2928, 3976, 3976,  276;
$9,  247,  590,  102,32201;
$1,  835, 1188, 2183,  508;
$2, 2058, 2003, 1964,   71;
$3,64644,50024,64644,50024;
$4,23167,61311,60160,   71;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  833, 1195,  833;
$8, 2919, 3976, 3976,  276;
$9,  258,  593,  102,32201;
$1,  835, 1186, 2291,  479;
$2, 2056, 2009, 1973,   64;
$3,64644,50024,64644,50024;
$4,22911,61311,59136,   64;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1197,  832, 1197,  832;
$8, 2923, 3976, 3976,  276;
$9,  258,  598,  102,32201;
$1,  834, 1187, 2191,  505;
$2, 2057, 2008, 1969,   63;
$3,64644,50024,64644,50024;
$4,21887,59775,58624,   63;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1192,  834, 1192,  834;
$8, 2924, 3976, 3976,  276;
$9,  250,  597,  102,32201;
$1,  834, 1187, 2170,  509;
$2, 2067, 2003, 1972,   59;
$3,64644,50024,64644,50024;
$4,22399,60031,59136,   59;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1188,  832, 1188,  832;
$8, 2923, 3976, 3977,  276;
$9,  258,  595,  102,32201;
$1,  834, 1187, 2179,  504;
$2, 2060, 2010, 1978,   57;
$3,64644,50024,64644,50024;
$4,23423,60287,59648,   57;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1199,  832, 1199,  832;
$8, 2929, 3976, 3976,  276;
$9,  254,  594,  102,32201;
$1,  834, 1187, 2168,  505;
$2, 2059, 2007, 1970,   55;
$3,64644,50024,64644,50024;
$4,22399,61055,58624,   55;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1185,  832, 1185,  832;
$8, 2919, 3977, 3976,  276;
$9,  258,  600,  102,32201;
$1,  834, 1188, 2179,  508;
$2, 2062, 2010, 1975,   57;
$3,64644,50024,64644,50024;
$4,21887,59775,57088,   57;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1191,  835, 1191,  835;
$8, 2919, 3976, 3976,  276;
$9,  256,  607,  102,32201;
$1,  834, 1187, 2170,  504;
$2, 2055, 2008, 1975,   55;
$3,64644,50024,64644,50024;
$4,23935,59775,58112,   55;
$5,65535,    1,53188,    0;
$6, 2236, 2067, 2236, 2067;
$7, 1193,  831, 1193,  831;
$8, 2919, 3976, 3976,  276;
$9,  258,  594,  102,32201;
$1,  835, 1187, 2195,  501;
$2, 2063, 2008, 1972,   56;
$3,64644,50024,64644,50024;
$4,23167,60287,59392,   56;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  833, 1195,  833;
$8, 2919, 3976, 3977,  276;
$9,  258,  598,  102,32201;
$1,  834, 1188, 2177,  507;
$2, 2057, 2010, 1973,   55;
$3,64644,50024,64644,50024;
$4,22399,59263,58624,   55;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1189,  834, 1189,  834;
$8, 2920, 3976, 3976,  276;
$9,  247,  598,  102,32201;
$1,  834, 1188, 2156,  504;
$2, 2053, 2005, 1968,   56;
$3,64644,50024,64644,50024;
$4,23423,59775,58368,   56;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1196,  833, 1196,  833;
$8, 2923, 3976, 3976,  276;
$9,  258,  589,  102,32201;
$1,  835, 1188, 2180,  503;
$2, 2056, 2008, 1976,   52;
$3,64644,50024,64644,50024;
$4,22143,60031,58624,   52;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  832, 1195,  832;
$8, 2923, 3976, 3976,  276;
$9,  258,  593,  102,32201;
$1,  834, 1187, 2306,  476;
$2, 2059, 2009, 1976,   54;
$3,64644,50024,64644,50024;
$4,22911,59263,59648,   54;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1190,  834, 1190,  834;
$8, 2928, 3976, 3976,  276;
$9,  246,  592,  102,32201;
$1,  834, 1187, 2183,  503;
$2, 2057, 2008, 1968,   56;
$3,64644,50024,64644,50024;
$4,23423,61055,59136,   56;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1194,  832, 1194,  832;
$8, 2931, 3977, 3977,  276;
$9,  257,  598,  102,32201;
$1,  835, 1188, 2185,  506;
$2, 2061, 2010, 1975,   54;
$3,64644,50024,64644,50024;
$4,23423,60799,58624,   54;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1189,  834, 1189,  834;
$8, 2920, 3976, 3976,  276;
$9,  248,  595,  102,32201;
$1,  834, 1187, 2163,  502;
$2, 2059, 2008, 1969,   54;
$3,64644,50024,64644,50024;
$4,22399,60287,59904,   54;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1193,  833, 1193,  833;
$8, 2923, 3976, 3976,  276;
$9,  258,  597,  102,32201;
$1,  834, 1187, 2175,  505;
$2, 2058, 2008, 1976,   54;
$3,64644,50024,64644,50024;
$4,23679,60287,58624,   54;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  832, 1195,  832;
$8, 2928, 3977, 3976,  276;
$9,  246,  605,  102,32201;
$1,  834, 1188, 2184,  504;
$2, 2059, 2007, 1977,   54;
$3,64644,50024,64644,50024;
$4,23423,60031,59648,   54;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1188,  832, 1188,  832;
$8, 2923, 3976, 3976,  276;
$9,  258,  599,  102,32201;
$1,  834, 1187, 2169,  503;
$2, 2059, 2008, 1980,   53;
$3,64644,50024,64644,50024;
$4,23935,61311,58624,   53;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1198,  832, 1198,  832;
$8, 2923, 3976, 3976,  276;
$9,  258,  594,  102,32201;
$1,  834, 1187, 2203,  499;
$2, 2056, 2008, 1980,   53;
$3,64644,50024,64644,50024;
$4,21887,60287,58624,   53;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1189,  831, 1189,  831;
$8, 2919, 3976, 3976,  276;
$9,  254,  591,  102,32201;
$1,  834, 1190, 2178,  501;
$2, 2057, 2006, 1969,   51;
$3,64644,50024,64644,50024;
$4,23423,60031,57344,   51;
$5,65535,    1,53188,    0;
$6, 2236, 2067, 2236, 2067;
$7, 1198,  834, 1198,  834;
$8, 2932, 3977, 3976,  276;
$9,  248,  599,  102,32201;
$1,  834, 1187, 2173,  503;
$2, 2058, 2008, 1972,   51;
$3,64644,50024,64644,50024;
$4,22911,59263,59904,   51;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1189,  834, 1189,  834;
$8, 2926, 3976, 3977,  276;
$9,  254,  587,  102,32201;
$1,  835, 1188, 2185,  506;
$2, 2064, 2005, 1974,   52;
$3,64644,50024,64644,50024;
$4,23423,60031,59136,   52;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1192,  835, 1192,  835;
$8, 2919, 3976, 3976,  276;
$9,  251,  587,  102,32201;
$1,  835, 1187, 2330,  450;
$2, 2064, 2009, 1974,   52;
$3,64644,50024,64644,50024;
$4,22399,59263,58368,   52;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  834, 1195,  834;
$8, 2924, 3976, 3976,  276;
$9,  248,  589,  102,32201;
$1,  835, 1187, 2179,  505;
$2, 2061, 2007, 1978,   51;
$3,64644,50024,64644,50024;
$4,22911,59263,57600,   51;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1192,  833, 1192,  833;
$8, 2919, 3976, 3976,  276;
$9,  253,  592,  102,32201;
$1,  835, 1187, 2172,  503;
$2, 2061, 2005, 1967,   53;
$3,64644,50024,64644,50024;
$4,22911,60287,57344,   53;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1195,  833, 1195,  833;
$8, 2919, 3977, 3977,  276;
$9,  257,  598,  102,32201;
$1,  834, 1187, 2169,  502;
$2, 2062, 2008, 1975,   54;
$3,64644,50024,64644,50024;
$4,23167,60287,58624,   54;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1196,  836, 1196,  836;
$8, 2928, 3977, 3976,  276;
$9,  246,  590,  102,32201;
$1,  835, 1188, 2167,  505;
$2, 2057, 2004, 1971,   54;
$3,64644,50024,64644,50024;
$4,21887,59775,58624,   54;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1200,  832, 1200,  832;
$8, 2920, 3976, 3976,  276;
$9,  246,  587,  102,32201;
$1,  834, 1188, 2185,  502;
$2, 2059, 2008, 1981,   56;
$3,64644,50024,64644,50024;
$4,23423,59263,57856,   56;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1195,  834, 1195,  834;
$8, 2928, 3977, 3976,  276;
$9,  246,  592,  102,32201;
$1,  835, 1187, 2216,  505;
$2, 2055, 2008, 1972,   55;
$3,64644,50024,64644,50024;
$4,23423,59263,58112,   55;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  835, 1195,  835;
$8, 2925, 3977, 3976,  276;
$9,  256,  588,  102,32201;
$1,  835, 1187, 2175,  498;
$2, 2061, 2011, 1972,   63;
$3,64644,50024,64644,50024;
$4,23167,60799,58368,   63;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1189,  834, 1189,  834;
$8, 2928, 3977, 3977,  276;
$9,  246,  596,  102,32201;
$1,  835, 1188, 2174,  503;
$2, 2061, 2007, 1968,   76;
$3,64644,50024,64644,50024;
$4,23167,60543,58624,   76;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1193,  834, 1193,  834;
$8, 2918, 3976, 3976,  276;
$9,  257,  595,  102,32201;
$1,  835, 1188, 2169,  503;
$2, 2059, 2008, 1970,   92;
$3,64644,50024,64644,50024;
$4,23935,61311,59136,   92;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1197,  832, 1197,  832;
$8, 2928, 3976, 3975,  276;
$9,  247,  597,  102,32201;
$1,  835, 1187, 2207,  503;
$2, 2057, 2005, 1972,  104;
$3,64644,50024,64644,50024;
$4,22911,61055,58880,  104;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1192,  834, 1192,  834;
$8, 2924, 3977, 3976,  276;
$9,  248,  600,  102,32201;
$1,  835, 1187, 2317,  399;
$2, 2065, 2007, 1978,  109;
$3,64644,50024,64644,50024;
$4,22399,60543,59904,  109;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1197,  832, 1197,  832;
$8, 2923, 3977, 3976,  276;
$9,  257,  593,  102,32201;
$1,  835, 1187, 2174,  502;
$2, 2056, 2010, 1975,  123;
$3,64644,50024,64644,50024;
$4,22399,60287,59904,  123;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1189,  835, 1189,  835;
$8, 2919, 3976, 3976,  276;
$9,  258,  589,  102,32201;
$1,  834, 1188, 2163,  505;
$2, 2060, 2008, 1971,  133;
$3,64644,50024,64644,50024;
$4,22399,60287,58368,  133;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1192,  832, 1192,  832;
$8, 2928, 3976, 3975,  276;
$9,  246,  588,  102,32201;
$1,  834, 1188, 2165,  502;
$2, 2060, 2008, 1976,  143;
$3,64644,50024,64644,50024;
$4,21119,60799,57600,  143;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  833, 1195,  833;
$8, 2919, 3976, 3975,  276;
$9,  258,  594,  102,32201;
$1,  834, 1188, 2169,  504;
$2, 2059, 2008, 1972,  163;
$3,64644,50024,64644,50024;
$4,22911,59775,58880,  163;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  827, 1195,  827;
$8, 2919, 3977, 3976,  276;
$9,  257,  595,  102,32201;
$1,  834, 1188, 2177,  502;
$2, 2059, 2008, 1977,  182;
$3,64644,50024,64644,50024;
$4,24191,60287,63232,  182;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1190,  832, 1190,  832;
$8, 2931, 3977, 3976,  276;
$9,  252,  585,  102,32201;
$1,  834, 1187, 2167,  506;
$2, 2067, 2008, 1970,  193;
$3,64644,50024,64644,50024;
$4,22399,60031,59136,  193;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1192,  828, 1192,  828;
$8, 2918, 3976, 3977,  276;
$9,  250,  602,  102,32201;
$1,  834, 1187, 2191,  496;
$2, 2059, 2006, 1969,  219;
$3,64644,50024,64644,50024;
$4,21887,59775,57856,  219;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  831, 1195,  831;
$8, 2919, 3976, 3976,  276;
$9,  258,  593,  102,32201;
$1,  834, 1188, 2175,  508;
$2, 2063, 2008, 1971,  241;
$3,64644,50024,64644,50024;
$4,22399,60031,57856,  241;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1189,  831, 1189,  831;
$8, 2919, 3976, 3976,  276;
$9,  252,  593,  102,32201;
$1,  834, 1188, 2169,  503;
$2, 2065, 2006, 1973,  267;
$3,64644,50024,64644,50024;
$4,23167,60031,58624,  267;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1192,  833, 1192,  833;
$8, 2919, 3976, 3976,  276;
$9,  258,  598,  102,32201;
$1,  835, 1187, 2199,  503;
$2, 2055, 2009, 1968,  289;
$3,64644,50024,64644,50024;
$4,21887,61311,58112,  289;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  833, 1195,  833;
$8, 2919, 3976, 3976,  276;
$9,  257,  596,  102,32201;
$1,  835, 1188, 2313,  404;
$2, 2065, 2010, 1972,  318;
$3,64644,50024,64644,50024;
$4,22911,60031,58368,  318;
$5,65535,    1,53188,    0;
$6, 2234, 2069, 2234, 2069;
$7, 1188,  836, 1188,  836;
$8, 2928, 3977, 3976,  276;
$9,  246,  594,  102,32201;
$1,  834, 1188, 2166,  506;
$2, 2057, 2008, 1972,  337;
$3,64644,50024,64644,50024;
$4,22399,60031,58112,  337;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1192,  833, 1192,  833;
$8, 2919, 3976, 3975,  276;
$9,  258,  598,  102,32201;
$1,  834, 1187, 2167,  507;
$2, 2065, 2008, 1976,  347;
$3,64644,50024,64644,50024;
$4,23167,60287,58368,  347;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  833, 1195,  833;
$8, 2919, 3975, 3975,  276;
$9,  258,  596,  102,32201;
$1,  834, 1188, 2167,  503;
$2, 2063, 2008, 1971,  371;
$3,64644,50024,64644,50024;
$4,22911,61823,65280,  371;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  831, 1195,  831;
$8, 2919, 3976, 3976,  276;
$9,  258,  593,  102,32201;
$1,  834, 1188, 2148,  507;
$2, 2057, 2008, 1972,  381;
$3,64644,50024,64644,50024;
$4,23167,61311,60416,  381;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1189,  833, 1189,  833;
$8, 2919, 3977, 3976,  276;
$9,  252,  607,  102,32201;
$1,  834, 1188, 2177,  507;
$2, 2063, 2009, 1980,  395;
$3,64644,50024,64644,50024;
$4,22399,60287,58368,  395;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1193,  834, 1193,  834;
$8, 2924, 3977, 3976,  276;
$9,  248,  597,  102,32201;
$1,  835, 1188, 2182,  508;
$2, 2055, 2008, 1975,  447;
$3,64644,50024,64644,50024;
$4,23679,59775,59648,  447;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  832, 1195,  832;
$8, 2928, 3976, 3976,  276;
$9,  246,  600,  102,32201;
$1,  835, 1187, 2191,  501;
$2, 2055, 2009, 1971,  493;
$3,64644,50024,64644,50024;
$4,22399,60031,58368,  493;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1192,  835, 1192,  835;
$8, 2919, 3976, 3976,  276;
$9,  256,  594,  102,32201;
$1,  835, 1187, 2170,  507;
$2, 2060, 2012, 1971,  523;
$3,64644,50024,64644,50024;
$4,22143,60799,59648,  523;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1195,  834, 1195,  834;
$8, 2924, 3977, 3976,  276;
$9,  248,  592,  102,32201;
$1,  835, 1188, 2171,  503;
$2, 2059, 2007, 1969,  574;
$3,64644,50024,64644,50024;
